ano,turno,tipo_eleicao,sigla_uf,id_municipio,id_municipio_tse,cargo,numero_partido,sigla_partido,numero_candidato,sequencial_candidato,id_candidato_bd,resultado,votos
2022,1,eleicao ordinaria,SP,3520509,65110,presidente,16,PSTU,16,280001607831,27173,nao eleito,39
2022,1,eleicao ordinaria,SP,3520608,65137,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3520707,65153,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3520806,65170,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3520905,65196,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3521002,65218,presidente,16,PSTU,16,280001607831,27173,nao eleito,3
2022,1,eleicao ordinaria,SP,3521101,65234,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3521150,62243,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3521200,65250,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3521309,65277,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
2022,1,eleicao ordinaria,SP,3521408,65293,presidente,16,PSTU,16,280001607831,27173,nao eleito,2
2022,1,eleicao ordinaria,SP,3521507,65315,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3521606,65331,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3521705,65358,presidente,16,PSTU,16,280001607831,27173,nao eleito,0
2022,1,eleicao ordinaria,SP,3521804,65374,presidente,16,PSTU,16,280001607831,27173,nao eleito,4
2022,1,eleicao ordinaria,SP,3521903,65390,presidente,16,PSTU,16,280001607831,27173,nao eleito,1
